game,date,age,team,opp,result,mp,fg,fga,fgp,three,threeatt,threep,ft,fta,ftp,orb,drb,trb,ast,stl,blk,tov,pts,game_score,minus_plus
16,2010-11-26,25-331,MIA,PHI,W (+9),40:34,5,15,.333,1,5,.200,9,11,.818,1,7,8,6,2,1,2,20,18.0,+11
17,2010-11-27,25-332,MIA,DAL,L (-11),36:04,5,19,.263,0,4,.000,13,15,.867,2,6,8,4,1,0,5,23,11.7,-14
18,2010-11-29,25-334,MIA,WAS,W (+11),38:11,10,18,.556,1,1,1.000,9,11,.818,1,5,6,5,1,1,7,30,19.8,+3
19,2010-12-01,25-336,MIA,DET,W (+25),31:14,8,15,.533,1,1,1.000,1,2,.500,2,4,6,3,1,0,4,18,12.0,+17
20,2010-12-02,25-337,MIA,CLE,W (+28),30:02,15,25,.600,2,7,.286,6,9,.667,0,5,5,8,1,1,0,38,33.7,+26
21,2010-12-04,25-339,MIA,ATL,W (+12),37:19,5,11,.455,1,1,1.000,11,13,.846,0,7,7,4,1,1,2,22,19.7,+7
22,2010-12-06,25-341,MIA,MIL,W (+10),38:41,7,16,.438,1,3,.333,2,4,.500,0,6,6,6,1,1,1,17,12.5,+17
23,2010-12-08,25-343,MIA,UTA,W (+13),39:26,12,20,.600,3,5,.600,6,7,.857,1,6,7,9,0,0,2,33,28.6,0
24,2010-12-10,25-345,MIA,GSW,W (+22),30:43,10,18,.556,3,4,.750,2,3,.667,0,7,7,9,1,1,4,25,21.7,+22
25,2010-12-11,25-346,MIA,SAC,W (+21),35:11,10,19,.526,2,3,.667,3,5,.600,1,9,10,3,2,0,3,25,19.0,+15
26,2010-12-13,25-348,MIA,NOH,W (+12),40:18,6,16,.375,0,3,.000,8,10,.800,1,3,4,7,0,0,5,20,11.1,+11
27,2010-12-15,25-350,MIA,CLE,W (+6),38:31,5,15,.333,0,4,.000,11,18,.611,2,11,13,5,1,0,4,21,14.5,0
28,2010-12-17,25-352,MIA,NYK,W (+22),38:13,14,23,.609,3,6,.500,1,3,.333,1,10,11,10,1,0,5,32,27.0,+31
29,2010-12-18,25-353,MIA,WAS,W (+1),40:31,9,19,.474,3,7,.429,11,12,.917,1,6,7,6,1,0,4,32,24.4,+6
30,2010-12-20,25-355,MIA,DAL,L (-2),36:05,6,17,.353,2,4,.500,5,7,.714,3,7,10,7,0,0,5,19,11.2,-20
31,2010-12-23,25-358,MIA,PHO,W (+12),37:23,13,22,.591,2,5,.400,8,8,1.000,1,5,6,4,3,0,5,36,26.8,+4
32,2010-12-25,25-360,MIA,LAL,W (+16),38:11,8,14,.571,5,6,.833,6,6,1.000,1,10,11,10,4,0,1,27,33.3,+15
33,2010-12-28,25-363,MIA,NYK,W (+8),40:25,8,17,.471,1,2,.500,1,3,.333,0,10,10,8,0,0,3,18,12.9,+17
34,2010-12-29,25-364,MIA,HOU,W (+6),39:09,8,15,.533,0,4,.000,4,4,1.000,0,6,6,9,1,0,3,20,17.6,+16
35,2011-01-01,26-002,MIA,GSW,W (+7),41:31,7,15,.467,0,3,.000,11,17,.647,2,5,7,10,1,1,3,25,23.1,+6
36,2011-01-03,26-004,MIA,CHA,W (+14),36:34,15,26,.577,2,4,.500,6,6,1.000,0,9,9,5,1,0,3,38,28.8,+20
37,2011-01-04,26-005,MIA,MIL,W (+12),36:35,8,15,.533,0,0,,9,11,.818,1,5,6,9,0,2,2,25,24.0,+10
38,2011-01-07,26-008,MIA,MIL,W (+6),45:16,8,23,.348,1,4,.250,9,11,.818,1,9,10,5,6,1,5,26,20.1,+7
39,2011-01-09,26-010,MIA,POR,W (+7),46:11,17,26,.654,3,5,.600,7,10,.700,3,10,13,6,2,0,6,44,35.1,+5
40,2011-01-12,26-013,MIA,LAC,L (-6),39:44,11,24,.458,3,6,.500,2,5,.400,2,6,8,6,0,0,3,27,17.4,-3
41,2011-01-18,26-019,MIA,ATL,L (-4),44:17,11,30,.367,2,10,.200,10,11,.909,2,8,10,7,2,0,6,34,20.5,-5
42,2011-01-22,26-023,MIA,TOR,W (+17),38:00,14,29,.483,1,3,.333,9,14,.643,1,10,11,6,2,1,1,38,30.1,+13
43,2011-01-27,26-028,MIA,NYK,L (-5),42:32,7,24,.292,0,2,.000,10,12,.833,2,9,11,5,2,2,4,24,15.0,+5
44,2011-01-28,26-029,MIA,DET,W (+1),44:19,15,25,.600,2,4,.500,7,10,.700,0,8,8,9,1,2,3,39,34.0,+4
45,2011-01-30,26-031,MIA,OKC,W (+5),40:13,7,14,.500,2,5,.400,7,11,.636,0,4,4,13,4,3,4,23,25.6,+6
46,2011-01-31,26-032,MIA,CLE,W (+27),31:22,7,14,.500,0,0,,10,11,.909,1,3,4,8,0,2,2,24,22.8,+20
47,2011-02-03,26-035,MIA,ORL,W (+4),42:39,17,25,.680,3,5,.600,14,17,.824,2,9,11,8,1,1,3,51,46.7,+2
48,2011-02-04,26-036,MIA,CHA,W (+12),36:39,7,13,.538,0,3,.000,5,6,.833,1,7,8,9,0,0,3,19,17.2,+10
49,2011-02-06,26-038,MIA,LAC,W (+18),35:37,6,15,.400,0,2,.000,0,2,.000,1,5,6,4,4,0,6,12,5.3,+15
50,2011-02-08,26-040,MIA,IND,W (+5),41:44,15,23,.652,2,5,.400,9,13,.692,3,10,13,8,3,1,4,41,39.3,+18
51,2011-02-11,26-043,MIA,DET,W (+14),34:43,7,17,.412,0,2,.000,2,3,.667,0,8,8,10,4,0,3,16,16.9,+15
52,2011-02-13,26-045,MIA,BOS,L (-3),43:28,10,21,.476,0,2,.000,2,3,.667,1,6,7,7,1,0,4,22,14.5,+1
53,2011-02-15,26-047,MIA,IND,W (+7),40:55,11,20,.550,1,3,.333,4,6,.667,1,5,6,5,2,2,5,27,20.3,+9
54,2011-02-16,26-048,MIA,TOR,W (+8),37:38,8,18,.444,0,2,.000,7,10,.700,3,10,13,8,0,0,5,23,17.7,+6
55,2011-02-22,26-054,MIA,SAC,W (+20),30:24,14,26,.538,3,6,.500,0,3,.000,2,6,8,3,0,0,3,31,17.9,+18
56,2011-02-24,26-056,MIA,CHI,L (-4),41:26,12,21,.571,0,4,.000,5,6,.833,0,10,10,5,2,1,2,29,25.5,+3
57,2011-02-25,26-057,MIA,WAS,W (+8),42:46,5,11,.455,0,1,.000,15,19,.789,1,8,9,7,1,3,1,25,27.0,-4
58,2011-02-27,26-059,MIA,NYK,L (-5),39:08,10,20,.500,1,5,.200,6,8,.750,0,7,7,5,3,1,5,27,19.7,-3
59,2011-03-03,26-063,MIA,ORL,L (-3),39:56,11,16,.688,0,2,.000,7,7,1.000,2,4,6,4,0,2,2,29,26.2,0
60,2011-03-04,26-064,MIA,SAS,L (-30),36:08,11,19,.579,1,3,.333,3,7,.429,3,5,8,7,1,0,4,26,20.2,-16
61,2011-03-06,26-066,MIA,CHI,L (-1),41:50,10,18,.556,1,2,.500,5,6,.833,3,5,8,6,2,0,2,26,24.0,-4
62,2011-03-08,26-068,MIA,POR,L (-9),45:32,14,20,.700,2,4,.500,1,4,.250,1,10,11,8,1,0,4,31,26.5,-2
63,2011-03-10,26-070,MIA,LAL,W (+6),42:16,7,17,.412,0,3,.000,5,7,.714,1,7,8,9,1,0,1,19,17.8,+8
64,2011-03-12,26-072,MIA,MEM,W (+33),31:55,10,16,.625,2,4,.500,5,6,.833,1,4,5,5,1,2,3,27,23.8,+17
65,2011-03-14,26-074,MIA,SAS,W (+30),41:31,8,19,.421,0,1,.000,5,5,1.000,0,6,6,8,0,2,2,21,16.5,+22
66,2011-03-16,26-076,MIA,OKC,L (-11),39:30,8,21,.381,0,3,.000,3,3,1.000,0,8,8,3,1,1,1,19,12.7,-6
67,2011-03-18,26-078,MIA,ATL,W (+21),30:54,16,21,.762,5,7,.714,6,7,.857,0,2,2,3,0,0,4,43,32.2,+23
68,2011-03-19,26-079,MIA,DEN,W (+5),40:40,15,25,.600,1,4,.250,2,2,1.000,0,6,6,2,2,0,5,33,20.5,+16
69,2011-03-23,26-083,MIA,DET,W (+6),42:05,8,16,.500,0,3,.000,3,4,.750,3,5,8,7,0,0,3,19,14.9,+6
70,2011-03-25,26-085,MIA,PHI,W (+12),41:01,11,17,.647,1,4,.250,9,9,1.000,2,8,10,2,3,1,4,32,28.2,+17
71,2011-03-27,26-087,MIA,HOU,W (+6),40:27,13,21,.619,0,1,.000,7,9,.778,1,9,10,7,0,0,2,33,28.6,+5
72,2011-03-29,26-089,MIA,CLE,L (-12),43:17,10,21,.476,1,5,.200,6,10,.600,0,10,10,12,0,0,3,27,21.9,-9
73,2011-03-30,26-090,MIA,WAS,W (+16),43:49,12,16,.750,1,3,.333,10,13,.769,1,7,8,8,5,0,5,35,34.6,+20
74,2011-04-01,26-092,MIA,MIN,W (+19),42:53,11,20,.550,0,1,.000,5,7,.714,2,4,6,10,3,1,3,27,26.1,+15
75,2011-04-03,26-094,MIA,NJN,W (+14),38:55,13,18,.722,0,2,.000,5,8,.625,2,9,11,7,3,0,7,31,26.6,+13
76,2011-04-06,26-097,MIA,MIL,L (-5),39:25,10,22,.455,3,7,.429,6,8,.750,1,1,2,8,2,2,4,29,22.0,-10
77,2011-04-08,26-099,MIA,CHA,W (+9),37:23,9,16,.563,0,1,.000,5,6,.833,1,6,7,9,2,1,1,23,24.7,+12
78,2011-04-10,26-101,MIA,BOS,W (+23),37:11,11,19,.579,0,2,.000,5,9,.556,0,5,5,7,4,1,4,27,23.2,+24
79,2011-04-11,26-102,MIA,ATL,W (+8),42:39,10,21,.476,2,4,.500,12,14,.857,1,9,10,7,3,0,7,34,26.4,+7
1,2011-12-25,26-360,MIA,DAL,W (+11),36:16,11,19,.579,0,0,,15,19,.789,3,7,10,6,2,2,3,37,34.1,+27
2,2011-12-27,26-362,MIA,BOS,W (+8),36:00,9,14,.643,0,0,,8,9,.889,1,5,6,5,2,1,3,26,23.6,-7
3,2011-12-28,26-363,MIA,CHA,W (+1),38:49,13,23,.565,0,0,,9,9,1.000,0,6,6,7,3,2,2,35,33.2,+5
4,2011-12-30,27-000,MIA,MIN,W (+2),37:13,16,26,.615,0,1,.000,2,4,.500,1,7,8,10,4,1,4,34,31.1,+14
5,2012-01-01,27-002,MIA,CHA,W (+39),28:02,6,10,.600,0,0,,4,6,.667,0,9,9,5,1,0,2,16,15.0,+24
6,2012-01-02,27-003,MIA,ATL,L (-8),38:33,11,18,.611,0,0,,6,9,.667,2,5,7,6,0,0,4,28,21.3,-1
7,2012-01-04,27-005,MIA,IND,W (+35),37:41,12,21,.571,0,0,,9,11,.818,2,6,8,13,2,0,2,33,33.8,+31
8,2012-01-07,27-008,MIA,NJN,W (+11),37:23,11,17,.647,0,1,.000,10,12,.833,0,7,7,9,2,1,8,32,26.0,+7
9,2012-01-10,27-011,MIA,GSW,L (-5),42:33,10,19,.526,0,2,.000,6,8,.750,1,10,11,7,2,0,5,26,21.1,-5
10,2012-01-11,27-012,MIA,LAC,L (-6),41:53,7,19,.368,0,1,.000,9,17,.529,2,11,13,7,2,0,6,23,12.9,-9
11,2012-01-13,27-014,MIA,DEN,L (-13),37:11,13,20,.650,3,5,.600,6,11,.545,1,4,5,6,2,1,4,35,29.0,-16
12,2012-01-17,27-018,MIA,SAS,W (+22),34:53,12,21,.571,4,6,.667,5,9,.556,1,4,5,10,0,0,4,33,26.4,+19
13,2012-01-19,27-020,MIA,LAL,W (+11),37:13,12,27,.444,2,3,.667,5,7,.714,3,5,8,8,4,3,3,31,26.8,0
14,2012-01-21,27-022,MIA,PHI,W (+21),35:47,12,17,.706,0,0,,4,4,1.000,0,9,9,5,4,3,4,28,28.8,+9
15,2012-01-22,27-023,MIA,MIL,L (-9),37:22,8,18,.444,0,1,.000,12,13,.923,4,9,13,5,1,0,3,28,24.4,-4
16,2012-01-24,27-025,MIA,CLE,W (+7),37:48,8,21,.381,1,4,.250,1,4,.250,1,4,5,5,2,0,5,18,7.3,+9
17,2012-01-25,27-026,MIA,DET,W (+3),41:39,9,20,.450,1,3,.333,13,14,.929,1,5,6,7,2,0,4,32,25.1,+6
18,2012-01-27,27-028,MIA,NYK,W (+10),40:17,11,18,.611,0,2,.000,9,10,.900,1,7,8,7,0,0,4,31,25.3,+4
19,2012-01-29,27-030,MIA,CHI,W (+4),40:58,12,23,.522,1,1,1.000,10,15,.667,1,10,11,5,0,1,6,35,22.8,+3
20,2012-01-30,27-031,MIA,NOH,W (+14),29:44,8,12,.667,1,2,.500,5,7,.714,4,7,11,8,1,0,4,22,23.1,+29
21,2012-02-01,27-033,MIA,MIL,L (-8),40:17,14,24,.583,4,7,.571,8,10,.800,0,8,8,5,2,0,7,40,28.5,-6
22,2012-02-03,27-035,MIA,PHI,W (+20),37:13,8,16,.500,0,1,.000,3,6,.500,1,11,12,8,0,2,2,19,18.0,+19
23,2012-02-05,27-037,MIA,TOR,W (+6),38:29,10,17,.588,0,1,.000,10,12,.833,0,9,9,2,1,0,5,30,21.0,+11
24,2012-02-07,27-039,MIA,CLE,W (+16),38:40,9,16,.563,0,1,.000,6,7,.857,1,4,5,6,2,0,6,24,17.7,+5
25,2012-02-08,27-040,MIA,ORL,L (-13),39:15,5,15,.333,0,2,.000,7,10,.700,0,6,6,10,3,0,3,17,16.1,-1
26,2012-02-10,27-042,MIA,WAS,W (+17),33:17,6,14,.429,0,2,.000,6,7,.857,0,2,2,9,0,2,1,18,17.1,+14
27,2012-02-12,27-044,MIA,ATL,W (+20),30:26,6,15,.400,1,3,.333,10,12,.833,3,10,13,6,1,0,2,23,22.0,+26
28,2012-02-13,27-045,MIA,MIL,W (+18),32:54,16,21,.762,0,0,,3,3,1.000,3,5,8,3,1,0,2,35,30.2,+14
29,2012-02-14,27-046,MIA,IND,W (+15),33:24,7,15,.467,2,5,.400,7,8,.875,2,7,9,7,4,0,2,23,24.5,+27
30,2012-02-17,27-049,MIA,CLE,W (+24),30:08,11,19,.579,3,5,.600,3,3,1.000,2,3,5,5,1,1,2,28,23.8,+27
31,2012-02-19,27-051,MIA,ORL,W (+12),36:38,9,14,.643,1,2,.500,6,7,.857,1,10,11,8,2,0,2,25,26.9,+23
32,2012-02-21,27-053,MIA,SAC,W (+12),33:13,7,11,.636,2,2,1.000,2,2,1.000,0,4,4,8,0,2,3,18,17.9,+7
33,2012-02-23,27-055,MIA,NYK,W (+14),40:41,7,16,.438,0,0,,6,6,1.000,1,8,9,8,5,2,4,20,21.5,+12
34,2012-03-01,27-062,MIA,POR,W (+14),41:02,13,22,.591,2,2,1.000,10,12,.833,2,9,11,6,5,1,0,38,40.6,+8
35,2012-03-02,27-063,MIA,UTA,L (-1),44:24,16,24,.667,1,4,.250,2,3,.667,1,9,10,6,0,3,0,35,33.1,+7
36,2012-03-04,27-065,MIA,LAL,L (-10),43:02,12,26,.462,0,4,.000,1,3,.333,7,6,13,7,3,2,3,25,23.4,-13
37,2012-03-06,27-067,MIA,NJN,W (+30),29:36,9,11,.818,1,1,1.000,2,2,1.000,1,8,9,6,0,0,5,21,19.2,+20
38,2012-03-07,27-068,MIA,ATL,W (+3),41:40,12,20,.600,0,3,.000,7,10,.700,4,7,11,2,1,2,2,31,26.9,+7
39,2012-03-10,27-071,MIA,IND,W (+2),47:06,8,19,.421,2,3,.667,9,15,.600,1,7,8,4,4,1,4,27,20.4,+3
40,2012-03-13,27-074,MIA,ORL,L (-6),42:25,7,20,.350,2,4,.500,3,3,1.000,3,8,11,8,1,1,6,19,13.6,0
41,2012-03-14,27-075,MIA,CHI,L (-4),39:38,14,25,.560,2,3,.667,5,5,1.000,1,4,5,4,4,0,2,35,29.0,+5
42,2012-03-16,27-077,MIA,PHI,W (+6),38:15,12,20,.600,0,2,.000,5,8,.625,2,5,7,8,2,2,1,29,29.5,+10
43,2012-03-18,27-079,MIA,ORL,W (+10),38:58,4,14,.286,0,1,.000,6,8,.750,0,12,12,7,5,0,4,14,12.9,+13
44,2012-03-20,27-081,MIA,PHO,W (+4),37:54,8,18,.444,0,3,.000,4,6,.667,1,7,8,6,2,2,3,20,16.4,+15
45,2012-03-23,27-084,MIA,DET,W (+15),37:26,6,15,.400,0,3,.000,5,5,1.000,0,6,6,10,4,1,5,17,17.4,+8
46,2012-03-25,27-086,MIA,OKC,L (-16),39:36,8,18,.444,0,3,.000,1,1,1.000,0,3,3,7,2,0,4,17,10.6,-10
47,2012-03-26,27-087,MIA,IND,L (-15),40:49,9,21,.429,2,4,.500,4,6,.667,2,7,9,2,1,0,6,24,11.6,-14
48,2012-03-29,27-090,MIA,DAL,W (+21),36:13,8,16,.500,0,2,.000,3,3,1.000,3,6,9,5,2,0,3,19,16.2,+9
49,2012-03-30,27-091,MIA,TOR,W (+12),38:31,11,18,.611,0,2,.000,4,6,.667,1,3,4,9,1,0,3,26,22.9,+9
50,2012-04-01,27-093,MIA,BOS,L (-19),34:37,11,20,.550,0,0,,1,2,.500,2,2,4,0,0,1,2,23,13.3,-30
51,2012-04-03,27-095,MIA,PHI,W (+6),38:04,15,25,.600,1,2,.500,10,13,.769,3,3,6,4,3,1,4,41,33.8,+12
52,2012-04-04,27-096,MIA,OKC,W (+5),41:30,10,20,.500,3,7,.429,11,13,.846,1,6,7,10,4,1,2,34,34.6,+20
53,2012-04-06,27-098,MIA,MEM,L (-15),37:38,8,19,.421,2,6,.333,3,4,.750,2,4,6,6,2,0,3,21,16.3,-6
54,2012-04-08,27-100,MIA,DET,W (+23),32:15,12,22,.545,1,3,.333,1,5,.200,3,1,4,2,0,1,1,26,16.9,+10
55,2012-04-10,27-102,MIA,BOS,L (-8),40:51,11,23,.478,1,3,.333,13,14,.929,5,2,7,7,1,1,2,36,31.4,-6
56,2012-04-12,27-104,MIA,CHI,L (-10),47:18,11,24,.458,3,6,.500,5,7,.714,1,5,6,5,1,1,4,30,19.8,-1
57,2012-04-13,27-105,MIA,CHA,W (+23),28:44,7,16,.438,0,1,.000,5,7,.714,1,8,9,5,2,1,2,19,16.7,+18
58,2012-04-15,27-107,MIA,NYK,W (+8),40:15,11,24,.458,1,6,.167,6,9,.667,2,8,10,3,2,0,6,29,15.7,+18
59,2012-04-16,27-108,MIA,NJN,W (+3),35:12,11,19,.579,1,2,.500,14,15,.933,1,5,6,7,2,1,4,37,32.7,-4
60,2012-04-18,27-110,MIA,TOR,W (+24),30:12,12,15,.800,1,1,1.000,3,4,.750,0,5,5,4,2,0,5,28,23.2,+20
61,2012-04-19,27-111,MIA,CHI,W (+11),35:20,8,18,.444,1,2,.500,10,12,.833,0,11,11,6,0,1,1,27,22.8,+11
62,2012-04-22,27-114,MIA,HOU,W (+9),35:52,11,21,.524,1,3,.333,9,10,.900,1,7,8,5,1,2,5,32,24.6,+12
1,2012-10-30,27-305,MIA,BOS,W (+13),28:52,10,16,.625,2,4,.500,4,5,.800,1,9,10,3,2,0,0,26,25.1,+12
2,2012-11-02,27-308,MIA,NYK,L (-20),36:41,8,16,.500,2,3,.667,5,6,.833,0,7,7,5,0,3,5,23,16.5,-21
3,2012-11-03,27-309,MIA,DEN,W (+3),39:12,8,17,.471,0,1,.000,4,4,1.000,1,8,9,11,0,2,0,20,22.7,+7
4,2012-11-05,27-311,MIA,PHO,W (+25),30:11,10,17,.588,2,3,.667,1,3,.333,3,8,11,1,0,0,3,23,15.7,+25
5,2012-11-07,27-313,MIA,BRK,W (+30),29:59,7,12,.583,2,3,.667,4,4,1.000,4,8,12,8,1,0,2,20,23.8,+18
6,2012-11-09,27-315,MIA,ATL,W (+6),35:40,10,17,.588,0,2,.000,1,3,.333,2,9,11,9,1,0,2,21,20.9,0
7,2012-11-11,27-317,MIA,MEM,L (-18),35:43,10,19,.526,0,1,.000,0,4,.000,3,7,10,6,2,1,2,20,17.4,-18
8,2012-11-12,27-318,MIA,HOU,W (+3),39:55,14,26,.538,5,8,.625,5,8,.625,1,9,10,6,0,0,0,38,31.4,+8
9,2012-11-14,27-320,MIA,LAC,L (-7),41:13,12,23,.522,0,3,.000,6,9,.667,0,5,5,7,1,2,4,30,21.1,-15
10,2012-11-15,27-321,MIA,DEN,W (+5),41:57,11,23,.478,0,1,.000,5,6,.833,1,6,7,12,1,3,4,27,24.9,+9
11,2012-11-17,27-323,MIA,PHO,W (+9),40:43,8,20,.400,1,3,.333,4,7,.571,0,7,7,3,2,0,1,21,13.8,+20
12,2012-11-21,27-327,MIA,MIL,W (+7),42:32,11,21,.524,2,4,.500,4,8,.500,2,8,10,8,1,1,1,28,25.0,+5
13,2012-11-24,27-330,MIA,CLE,W (+2),39:58,10,16,.625,2,5,.400,8,9,.889,1,5,6,5,0,1,7,30,20.6,+7
14,2012-11-29,27-335,MIA,SAS,W (+5),39:06,9,16,.563,2,5,.400,3,6,.500,3,6,9,7,4,0,4,23,22.2,-1
15,2012-12-01,27-337,MIA,BRK,W (+13),36:57,8,15,.533,1,2,.500,4,6,.667,1,8,9,6,1,0,2,21,18.0,+14
16,2012-12-04,27-340,MIA,WAS,L (-4),42:53,12,24,.500,1,4,.250,1,3,.333,2,11,13,11,3,2,3,26,26.6,-3
17,2012-12-06,27-342,MIA,NYK,L (-20),38:35,11,20,.550,3,5,.600,6,9,.667,2,8,10,9,3,0,2,31,31.3,-17
18,2012-12-08,27-344,MIA,NOH,W (+16),35:55,11,16,.688,0,0,,2,3,.667,1,4,5,7,2,0,4,24,20.8,+10
19,2012-12-10,27-346,MIA,ATL,W (+9),40:21,10,16,.625,1,2,.500,6,7,.857,1,6,7,6,2,0,3,27,25.1,+12
20,2012-12-12,27-348,MIA,GSW,L (-2),42:21,12,23,.522,2,4,.500,5,5,1.000,1,2,3,5,1,0,4,31,21.5,-3
21,2012-12-15,27-351,MIA,WAS,W (+30),30:33,8,15,.533,0,3,.000,7,11,.636,0,10,10,5,1,0,2,23,19.6,+36
22,2012-12-18,27-354,MIA,MIN,W (+11),41:59,8,18,.444,2,5,.400,4,5,.800,0,6,6,11,1,4,0,22,25.5,+12
23,2012-12-20,27-356,MIA,DAL,W (+15),30:55,9,13,.692,3,5,.600,3,4,.750,0,9,9,5,1,1,5,24,21.0,+25
24,2012-12-22,27-358,MIA,UTA,W (+16),37:30,11,20,.550,1,1,1.000,7,10,.700,1,8,9,7,0,0,4,30,23.2,+14
25,2012-12-25,27-361,MIA,OKC,W (+6),41:52,12,20,.600,0,3,.000,5,5,1.000,3,5,8,9,2,1,3,29,28.2,+13
26,2012-12-26,27-362,MIA,CHA,W (+13),38:35,9,19,.474,2,4,.500,7,8,.875,2,10,12,8,4,2,3,27,28.9,+12
27,2012-12-28,27-364,MIA,DET,L (-10),44:19,15,22,.682,2,4,.500,3,4,.750,1,5,6,5,6,1,3,35,34.2,-2
28,2012-12-29,27-365,MIA,MIL,L (-19),36:29,11,20,.550,1,2,.500,3,5,.600,1,5,6,7,2,1,6,26,18.6,-8
29,2012-12-31,28-001,MIA,ORL,W (+2),47:53,10,22,.455,1,6,.167,15,16,.938,1,7,8,11,1,0,3,36,31.9,+4
30,2013-01-02,28-003,MIA,DAL,W (+10),42:01,11,20,.550,1,3,.333,9,11,.818,1,11,12,9,3,1,4,32,31.6,+12
31,2013-01-04,28-005,MIA,CHI,L (-7),41:05,8,14,.571,1,5,.200,13,16,.813,0,6,6,2,1,0,2,30,23.6,-18
32,2013-01-06,28-007,MIA,WAS,W (+28),34:57,9,17,.529,2,3,.667,4,4,1.000,1,1,2,7,0,1,1,24,21.3,+26
33,2013-01-08,28-009,MIA,IND,L (-10),42:36,10,20,.500,1,1,1.000,1,4,.250,3,7,10,4,1,2,7,22,12.4,-5
34,2013-01-10,28-011,MIA,POR,L (-2),42:39,6,16,.375,1,5,.200,2,5,.400,0,10,10,9,2,1,4,15,11.8,-9
35,2013-01-12,28-013,MIA,SAC,W (+29),29:08,7,10,.700,0,1,.000,6,7,.857,1,4,5,7,5,2,1,20,27.6,+28
36,2013-01-14,28-015,MIA,UTA,L (-7),43:41,13,19,.684,2,4,.500,4,4,1.000,1,3,4,6,3,2,3,32,29.1,+1
37,2013-01-16,28-017,MIA,GSW,W (+17),30:32,11,20,.550,1,5,.200,2,3,.667,1,6,7,10,1,0,1,25,23.7,+33
38,2013-01-17,28-018,MIA,LAL,W (+9),42:04,17,25,.680,1,2,.500,4,4,1.000,0,7,7,8,3,1,2,39,36.9,+13
39,2013-01-23,28-024,MIA,TOR,W (+7),44:50,12,23,.522,1,5,.200,6,7,.857,1,9,10,11,0,0,3,31,27.0,+9
40,2013-01-25,28-026,MIA,DET,W (+22),33:01,9,14,.643,0,1,.000,5,6,.833,1,6,7,7,1,0,2,23,22.8,+22
41,2013-01-27,28-028,MIA,BOS,L (-2),51:56,14,31,.452,3,6,.500,3,5,.600,4,12,16,7,3,1,3,34,27.9,-2
42,2013-01-30,28-031,MIA,BRK,W (+20),34:17,10,18,.556,3,4,.750,1,4,.250,2,7,9,7,2,0,4,24,19.8,+22
43,2013-02-01,28-033,MIA,IND,L (-13),41:58,9,17,.529,1,3,.333,9,11,.818,1,5,6,3,1,1,3,28,20.3,-9
44,2013-02-03,28-035,MIA,TOR,W (+15),39:44,10,16,.625,1,2,.500,9,11,.818,0,8,8,7,2,0,3,30,27.9,+29
45,2013-02-04,28-036,MIA,CHA,W (+5),38:00,13,14,.929,0,0,,5,6,.833,0,8,8,8,2,0,5,31,30.6,+8
46,2013-02-06,28-038,MIA,HOU,W (+6),36:37,11,18,.611,3,6,.500,7,10,.700,1,5,6,5,0,2,4,32,24.9,+4
47,2013-02-08,28-040,MIA,LAC,W (+22),30:59,9,11,.818,4,5,.800,8,11,.727,1,4,5,6,0,2,5,30,26.0,+21
48,2013-02-10,28-042,MIA,LAL,W (+10),36:15,12,18,.667,1,2,.500,7,8,.875,1,6,7,4,3,0,4,32,26.5,+7
49,2013-02-12,28-044,MIA,POR,W (+13),38:45,11,15,.733,1,3,.333,7,8,.875,0,6,6,9,3,2,1,30,35.0,+21
50,2013-02-14,28-046,MIA,OKC,W (+10),40:02,14,24,.583,4,8,.500,7,9,.778,3,9,12,7,2,0,4,39,33.5,+15
51,2013-02-20,28-052,MIA,ATL,W (+13),39:31,8,15,.533,1,4,.250,7,8,.875,0,6,6,11,4,0,2,24,27.4,+16
52,2013-02-21,28-053,MIA,CHI,W (+19),34:29,11,15,.733,1,4,.250,3,3,1.000,1,11,12,7,2,0,4,26,26.0,+6
53,2013-02-23,28-055,MIA,PHI,W (+24),31:30,7,12,.583,1,4,.250,1,2,.500,1,9,10,11,2,0,2,16,20.7,+14
54,2013-02-24,28-056,MIA,CLE,W (+4),38:51,10,19,.526,0,1,.000,8,11,.727,2,1,3,8,1,0,2,28,23.8,+6
55,2013-02-26,28-058,MIA,SAC,W (+12),47:45,14,23,.609,1,2,.500,11,12,.917,3,5,8,16,2,1,2,40,44.2,+11
56,2013-03-01,28-061,MIA,MEM,W (+7),42:06,4,14,.286,2,4,.500,8,12,.667,1,7,8,10,2,1,1,18,19.3,-1
57,2013-03-03,28-063,MIA,NYK,W (+6),42:50,12,23,.522,2,6,.333,3,6,.500,3,8,11,7,3,1,2,29,27.2,+9
58,2013-03-04,28-064,MIA,MIN,W (+16),34:53,9,16,.563,1,4,.250,1,1,1.000,1,9,10,4,3,2,7,20,14.8,+10
59,2013-03-06,28-066,MIA,ORL,W (+1),38:13,7,14,.500,1,6,.167,11,12,.917,0,3,3,2,0,1,2,26,19.6,+8
60,2013-03-08,28-068,MIA,PHI,W (+9),34:14,10,17,.588,2,3,.667,3,5,.600,3,7,10,5,1,2,3,25,22.6,+19
61,2013-03-10,28-070,MIA,IND,W (+14),36:21,5,10,.500,0,0,,3,5,.600,1,5,6,7,1,1,4,13,11.6,+23
62,2013-03-12,28-072,MIA,ATL,W (+17),30:07,3,11,.273,0,2,.000,9,12,.750,3,4,7,7,2,0,4,15,13.1,+21
